Abs_int_PAR	DOY	Elapsed_time	Inc_PAR	Num_plante	Num_talle	Sum_PAR	Temp_cum	Temperature
133453.027064	159	205.0	42884600	2	(1,)	514305.189729	1532.3	15.7
190336.848896	159	205.0	42884600	3	(1, 2)	805737.229537	1532.3	15.7
176223.285427	159	205.0	42884600	3	(1, 3)	737017.305299	1532.3	15.7
206763.627943	159	205.0	42884600	3	(1,)	798279.825987	1532.3	15.7
174615.53141	159	205.0	42884600	4	(1, 2)	740288.542189	1532.3	15.7
246137.676247	159	205.0	42884600	4	(1, 4)	1016245.92374	1532.3	15.7
238604.912505	159	205.0	42884600	4	(1,)	922665.63324	1532.3	15.7
168748.270587	160	206.0	41450400	1	(1, 2)	740742.775751	1547.5	15.2
229512.843849	160	206.0	41450400	1	(1, 2, 1)	981043.345139	1547.5	15.2
140779.704114	160	206.0	41450400	1	(1, 4)	601757.101952	1547.5	15.2
122756.22375	160	206.0	41450400	1	(1,)	491408.434801	1547.5	15.2
175593.010869	160	206.0	41450400	2	(1, 2)	766067.863272	1547.5	15.2
183056.937121	160	206.0	41450400	2	(1, 2, 1)	777841.069384	1547.5	15.2
196864.910577	160	206.0	41450400	2	(1, 3)	848783.232411	1547.5	15.2
285455.140242	160	206.0	41450400	2	(1, 4)	1212949.10889	1547.5	15.2
128989.927016	160	206.0	41450400	2	(1,)	513457.307416	1547.5	15.2
183971.368392	160	206.0	41450400	3	(1, 2)	804408.885108	1547.5	15.2
170329.80697	160	206.0	41450400	3	(1, 3)	735802.247812	1547.5	15.2
199848.784764	160	206.0	41450400	3	(1,)	796963.783876	1547.5	15.2
168775.824088	160	206.0	41450400	4	(1, 2)	739068.103186	1547.5	15.2
237906.036632	160	206.0	41450400	4	(1, 4)	1014570.53834	1547.5	15.2
230625.189341	160	206.0	41450400	4	(1,)	921144.510464	1547.5	15.2
209290.617609	161	207.0	51409000	1	(1, 2)	826294.261904	1564.4	16.9
284654.089775	161	207.0	51409000	1	(1, 2, 1)	1094348.16267	1564.4	16.9
174602.508686	161	207.0	51409000	1	(1, 4)	671256.554075	1564.4	16.9
127948.388906	161	207.0	51409000	1	(1,)	510858.267623	1564.4	16.9
217779.832742	161	207.0	51409000	2	(1, 2)	854544.260365	1564.4	16.9
227036.990501	161	207.0	51409000	2	(1, 2, 1)	867677.194657	1564.4	16.9
244162.378516	161	207.0	51409000	2	(1, 3)	946812.772604	1564.4	16.9
354036.716355	161	207.0	51409000	2	(1, 4)	1353037.70537	1564.4	16.9
159980.196068	161	207.0	51409000	2	(1,)	572758.641118	1564.4	16.9
228171.117127	161	207.0	51409000	3	(1, 2)	897313.439259	1564.4	16.9
211252.128814	161	207.0	51409000	3	(1, 3)	820783.152353	1564.4	16.9
247863.133379	161	207.0	51409000	3	(1,)	889008.45932	1564.4	16.9
209324.788567	161	207.0	51409000	4	(1, 2)	824426.165073	1564.4	16.9
295063.769654	161	207.0	51409000	4	(1, 4)	1131747.52856	1564.4	16.9
241489.204695	161	207.0	51409000	4	(1,)	961786.889234	1564.4	16.9
198764.410515	162	208.0	48823400	1	(1, 2)	839369.568963	1580.2	15.8
270337.500672	162	208.0	48823400	1	(1, 2, 1)	1111665.16574	1580.2	15.8
165820.927447	162	208.0	48823400	1	(1, 4)	681878.531672	1580.2	15.8
121513.261012	162	208.0	48823400	1	(1,)	518942.092021	1580.2	15.8
206826.662824	162	208.0	48823400	2	(1, 2)	868066.594778	1580.2	15.8
215618.234924	162	208.0	48823400	2	(1, 2, 1)	881407.346053	1580.2	15.8
231882.305065	162	208.0	48823400	2	(1, 3)	961795.160619	1580.2	15.8
336230.547826	162	208.0	48823400	2	(1, 4)	1374448.2135	1580.2	15.8
135805.426969	162	208.0	48823400	2	(1,)	576362.422734	1580.2	15.8
216695.320657	162	208.0	48823400	3	(1, 2)	911512.554084	1580.2	15.8
200627.264966	162	208.0	48823400	3	(1, 3)	833771.238339	1580.2	15.8
235396.933053	162	208.0	48823400	3	(1,)	903076.156167	1580.2	15.8
198796.864482	162	208.0	48823400	4	(1, 2)	837471.918163	1580.2	15.8
280223.627127	162	208.0	48823400	4	(1, 4)	1149656.33308	1580.2	15.8
229343.579657	162	208.0	48823400	4	(1,)	977006.236292	1580.2	15.8
238073.221187	163	209.0	58479000	1	(1, 2)	928936.696748	1597.3	17.1
323801.017308	163	209.0	58479000	1	(1, 2, 1)	1230288.28405	1597.3	17.1
198614.642894	163	209.0	58479000	1	(1, 4)	754640.167395	1597.3	17.1
145544.433168	163	209.0	58479000	1	(1,)	574317.166753	1597.3	17.1
247729.907306	163	209.0	58479000	2	(1, 2)	960695.897201	1597.3	17.1
258260.152694	163	209.0	58479000	2	(1, 2, 1)	975460.211138	1597.3	17.1
277740.700395	163	209.0	58479000	2	(1, 3)	1064426.01799	1597.3	17.1
402725.45841	163	209.0	58479000	2	(1, 4)	1521112.28558	1597.3	17.1
162663.099149	163	209.0	58479000	2	(1,)	637864.675637	1597.3	17.1
259550.250308	163	209.0	58479000	3	(1, 2)	1008777.87816	1597.3	17.1
240304.481012	163	209.0	58479000	3	(1, 3)	922740.967762	1597.3	17.1
281950.400645	163	209.0	58479000	3	(1,)	999441.245559	1597.3	17.1
238112.090258	163	209.0	58479000	4	(1, 2)	926836.539763	1597.3	17.1
335642.283174	163	209.0	58479000	4	(1, 4)	1272333.40338	1597.3	17.1
274699.902684	163	209.0	58479000	4	(1,)	1081260.23434	1597.3	17.1
