Init_flag	Elapsed_time	Temp_cum	DOY	Genotype	Num_plante	Surface_plante	Surface_visible	Surface_sol	GAI_tot	GAI_center	GAI_ind	GAI_prox	Position	Weakest_axis	PAR_weakest_axis
False	30.0	254.8	349	0	1	3.86103076705	2.20887213651	184.331797235	0.0446249026587	0.0446249026587	0.0479325253623	0.0444793893371	center	No	1.0
False	30.0	254.8	349	0	2	3.52154758523	2.18279675376	184.331797235	0.0446249026587	0.0446249026587	0.0473666895567	0.0444793893371	center	No	1.0
False	30.0	254.8	349	0	3	2.56348875	1.54809776029	184.331797235	0.0446249026587	0.0446249026587	0.0335937213983	0.0444793893371	center	No	1.0
False	30.0	254.8	349	0	4	3.86103076705	2.28602185796	184.331797235	0.0446249026587	0.0446249026587	0.0496066743177	0.0444793893371	center	No	1.0
False	31.0	254.9	350	0	1	5.23505239774	2.25840458926	184.331797235	0.0452472279114	0.0452472279114	0.049007379587	0.0450991975318	center	No	1.0
False	31.0	254.9	350	0	2	3.52317971591	2.18272737463	184.331797235	0.0452472279114	0.0452472279114	0.0473651840294	0.0450991975318	center	No	1.0
False	31.0	254.9	350	0	3	2.56633039773	1.54994478313	184.331797235	0.0452472279114	0.0452472279114	0.0336338017939	0.0450991975318	center	No	1.0
False	31.0	254.9	350	0	4	5.37709192423	2.3494260938	184.331797235	0.0452472279114	0.0452472279114	0.0509825462354	0.0450991975318	center	No	1.0
False	32.0	254.9	351	0	1	4.68091584549	2.20879558752	184.331797235	0.0446363503782	0.0446363503782	0.0479308642491	0.0444914000966	center	No	1.0
False	32.0	254.9	351	0	2	3.52317971591	2.18272737463	184.331797235	0.0446363503782	0.0446363503782	0.0473651840294	0.0444914000966	center	No	1.0
