Nom de la demande:Grignon;;;;;;
Pas de temps:Journalier;;;;;;
Date de d̩but:01/09/2008;;;;;;
Date de fin:17/05/2015;;;;;;
Station(s):78615002;;;;;;
;;;;;;
RG:RAYONNEMENT GLOBAL (JOULES/CM2);;;;;;
TM:TEMPERATURE MOYENNE (DEGRES CELSIUS);;;;;;
;;;;;;
NOM_POSTE;year;month;day;RG;TM;PAR
Grignon;1998;11;18;547;-0.5;11049400
Grignon;1998;11;19;220;-0.3;4444000
Grignon;1998;11;20;306;-1.3;6181200
Grignon;1998;11;21;743;-1.9;15008600
Grignon;1998;11;22;768;-3.8;15513600
Grignon;1998;11;23;744;-4.1;15028800
Grignon;1998;11;24;343;-2.3;6928600
Grignon;1998;11;25;108;1.9;2181600
Grignon;1998;11;26;204;4.7;4120800
Grignon;1998;11;27;302;7.7;6100400
Grignon;1998;11;28;185;6.9;3737000
Grignon;1998;11;29;406;5.7;8201200
Grignon;1998;11;30;163;2.7;3292600
Grignon;1998;12;1;111;0.7;2242200
Grignon;1998;12;2;60;-1.4;1212000
Grignon;1998;12;3;117;-1.2;2363400
Grignon;1998;12;4;90;-0.3;1818000
Grignon;1998;12;5;568;1.9;11473600
Grignon;1998;12;6;543;0.6;10968600
Grignon;1998;12;7;113;0.3;2282600
Grignon;1998;12;8;84;2.8;1696800
Grignon;1998;12;9;88;5.4;1777600
Grignon;1998;12;10;245;7;4949000
Grignon;1998;12;11;234;8.1;4726800
Grignon;1998;12;12;182;11.8;3676400
Grignon;1998;12;13;412;9.3;8322400
Grignon;1998;12;14;155;9.9;3131000
Grignon;1998;12;15;114;9.2;2302800
Grignon;1998;12;16;426;6.8;8605200
Grignon;1998;12;17;394;3.8;7958800
Grignon;1998;12;18;43;7.5;868600
Grignon;1998;12;19;449;7.1;9069800
Grignon;1998;12;20;130;3.3;2626000
Grignon;1998;12;21;474;1.2;9574800
Grignon;1998;12;22;247;2.4;4989400
Grignon;1998;12;23;446;0.7;9009200
Grignon;1998;12;24;485;3.6;9797000
Grignon;1998;12;25;169;7.2;3413800
Grignon;1998;12;26;76;8.4;1535200
Grignon;1998;12;27;167;9.9;3373400
Grignon;1998;12;28;86;7;1737200
Grignon;1998;12;29;350;6;7070000
Grignon;1998;12;30;134;8.9;2706800
Grignon;1998;12;31;223;8.9;4504600
Grignon;1999;1;1;369;8.2;7453800
Grignon;1999;1;2;218;7.2;4403600
Grignon;1999;1;3;253;7.6;5110600
Grignon;1999;1;4;204;12.1;4120800
Grignon;1999;1;5;526;11.3;10625200
Grignon;1999;1;6;573;9.6;11574600
Grignon;1999;1;7;137;8;2767400
Grignon;1999;1;8;315;6.4;6363000
Grignon;1999;1;9;299;3.6;6039800
Grignon;1999;1;10;211;0.4;4262200
Grignon;1999;1;11;368;-0.5;7433600
Grignon;1999;1;12;219;-0.7;4423800
Grignon;1999;1;13;407;3;8221400
Grignon;1999;1;14;527;6.2;10645400
Grignon;1999;1;15;482;6.9;9736400
Grignon;1999;1;16;164;8.4;3312800
Grignon;1999;1;17;227;5.6;4585400
Grignon;1999;1;18;693;4.2;13998600
Grignon;1999;1;19;327;7.4;6605400
Grignon;1999;1;20;283;9.2;5716600
Grignon;1999;1;21;304;8.3;6140800
Grignon;1999;1;22;169;7;3413800
Grignon;1999;1;23;477;5.8;9635400
Grignon;1999;1;24;156;7.4;3151200
Grignon;1999;1;25;276;10.5;5575200
Grignon;1999;1;26;539;6.6;10887800
Grignon;1999;1;27;524;5.6;10584800
Grignon;1999;1;28;92;8.2;1858400
Grignon;1999;1;29;479;2.1;9675800
Grignon;1999;1;30;930;-0.8;18786000
Grignon;1999;1;31;826;-0.3;16685200
Grignon;1999;2;1;123;1.8;2484600
Grignon;1999;2;2;174;5.7;3514800
Grignon;1999;2;3;283;5.6;5716600
Grignon;1999;2;4;171;8.3;3454200
Grignon;1999;2;5;323;7.5;6524600
Grignon;1999;2;6;298;6.5;6019600
Grignon;1999;2;7;690;3.2;13938000
Grignon;1999;2;8;216;-0.1;4363200
Grignon;1999;2;9;512;0.4;10342400
Grignon;1999;2;10;656;-0.6;13251200
Grignon;1999;2;11;562;0.7;11352400
Grignon;1999;2;12;1105;-1.1;22321000
Grignon;1999;2;13;1181;-1.2;23856200
Grignon;1999;2;14;816;0.4;16483200
Grignon;1999;2;15;292;3.7;5898400
Grignon;1999;2;16;504;5.2;10180800
Grignon;1999;2;17;479;5.1;9675800
Grignon;1999;2;18;476;8.5;9615200
Grignon;1999;2;19;228;9.6;4605600
Grignon;1999;2;20;486;9.2;9817200
Grignon;1999;2;21;184;7.8;3716800
Grignon;1999;2;22;780;4.9;15756000
Grignon;1999;2;23;1129;3.9;22805800
Grignon;1999;2;24;287;4.5;5797400
Grignon;1999;2;25;1177;3.9;23775400
Grignon;1999;2;26;753;3.7;15210600
Grignon;1999;2;27;819;6.1;16543800
Grignon;1999;2;28;1109;6.9;22401800
Grignon;1999;3;1;222;9.6;4484400
Grignon;1999;3;2;457;11.4;9231400
Grignon;1999;3;3;561;7.7;11332200
Grignon;1999;3;4;706;6.1;14261200
Grignon;1999;3;5;610;4;12322000
Grignon;1999;3;6;992;2.8;20038400
Grignon;1999;3;7;581;3.3;11736200
Grignon;1999;3;8;298;5;6019600
Grignon;1999;3;9;452;6.8;9130400
Grignon;1999;3;10;543;7.1;10968600
Grignon;1999;3;11;1444;9.5;29168800
Grignon;1999;3;12;1230;12.1;24846000
Grignon;1999;3;13;1240;11.2;25048000
Grignon;1999;3;14;1607;9.9;32461400
Grignon;1999;3;15;1633;8.5;32986600
Grignon;1999;3;16;1583;8.2;31976600
Grignon;1999;3;17;1523;8.9;30764600
Grignon;1999;3;18;869;7.9;17553800
Grignon;1999;3;19;1344;6.7;27148800
Grignon;1999;3;20;996;6.8;20119200
Grignon;1999;3;21;283;6.6;5716600
Grignon;1999;3;22;940;6.1;18988000
Grignon;1999;3;23;422;8.2;8524400
Grignon;1999;3;24;1786;10.6;36077200
Grignon;1999;3;25;477;9.9;9635400
Grignon;1999;3;26;821;7.5;16584200
Grignon;1999;3;27;1548;6.4;31269600
Grignon;1999;3;28;1855;7.5;37471000
Grignon;1999;3;29;1712;10.2;34582400
Grignon;1999;3;30;811;11.6;16382200
Grignon;1999;3;31;1981;12.5;40016200
Grignon;1999;4;1;1977;13.8;39935400
Grignon;1999;4;2;1583;13.3;31976600
Grignon;1999;4;3;548;12.1;11069600
Grignon;1999;4;4;583;11.5;11776600
Grignon;1999;4;5;1755;15.3;35451000
Grignon;1999;4;6;1518;13.9;30663600
Grignon;1999;4;7;1130;9.9;22826000
Grignon;1999;4;8;1529;9.7;30885800
Grignon;1999;4;9;2208;10.8;44601600
Grignon;1999;4;10;1229;10.1;24825800
Grignon;1999;4;11;1511;8.3;30522200
Grignon;1999;4;12;1504;8.9;30380800
Grignon;1999;4;13;1579;6.9;31895800
Grignon;1999;4;14;319;2.3;6443800
Grignon;1999;4;15;1493;3.7;30158600
Grignon;1999;4;16;1674;5.5;33814800
Grignon;1999;4;17;1774;6.6;35834800
Grignon;1999;4;18;1931;6;39006200
Grignon;1999;4;19;2011;7.2;40622200
Grignon;1999;4;20;475;9.9;9595000
Grignon;1999;4;21;1733;11.5;35006600
Grignon;1999;4;22;1850;10.9;37370000
Grignon;1999;4;23;724;9.2;14624800
Grignon;1999;4;24;1557;9.6;31451400
Grignon;1999;4;25;2123;11.2;42884600
Grignon;1999;4;26;857;12.5;17311400
Grignon;1999;4;27;1854;14.5;37450800
Grignon;1999;4;28;2267;13.6;45793400
Grignon;1999;4;29;1499;13.6;30279800
Grignon;1999;4;30;2336;14.7;47187200
Grignon;1999;5;1;2614;15.5;52802800
Grignon;1999;5;2;2640;15.8;53328000
Grignon;1999;5;3;2421;16.8;48904200
Grignon;1999;5;4;1097;14.5;22159400
Grignon;1999;5;5;1803;14.9;36420600
Grignon;1999;5;6;2377;15.5;48015400
Grignon;1999;5;7;1380;15.2;27876000
Grignon;1999;5;8;2212;13.4;44682400
Grignon;1999;5;9;2704;16.3;54620800
Grignon;1999;5;10;1874;16.4;37854800
Grignon;1999;5;11;915;13.5;18483000
Grignon;1999;5;12;1597;13.1;32259400
Grignon;1999;5;13;1895;12.9;38279000
Grignon;1999;5;14;2048;12.7;41369600
Grignon;1999;5;15;2113;11.5;42682600
Grignon;1999;5;16;2259;10.6;45631800
Grignon;1999;5;17;1841;12.1;37188200
Grignon;1999;5;18;2268;15.2;45813600
Grignon;1999;5;19;1737;14.6;35087400
Grignon;1999;5;20;331;12.2;6686200
Grignon;1999;5;21;2111;14.5;42642200
Grignon;1999;5;22;1539;12.8;31087800
Grignon;1999;5;23;2544;13.6;51388800
Grignon;1999;5;24;1223;15.5;24704600
Grignon;1999;5;25;2287;14.2;46197400
Grignon;1999;5;26;3009;16.1;60781800
Grignon;1999;5;27;2587;19.7;52257400
Grignon;1999;5;28;3005;19;60701000
Grignon;1999;5;29;2830;21.9;57166000
Grignon;1999;5;30;2321;19.5;46884200
Grignon;1999;5;31;2194;17.7;44318800
Grignon;1999;6;1;1971;19.6;39814200
Grignon;1999;6;2;2000;18.5;40400000
Grignon;1999;6;3;1799;14.5;36339800
Grignon;1999;6;4;972;14;19634400
Grignon;1999;6;5;2025;13;40905000
Grignon;1999;6;6;2099;13.6;42399800
Grignon;1999;6;7;1912;13;38622400
Grignon;1999;6;8;2147;12.1;43369400
Grignon;1999;6;9;2050;14.8;41410000
Grignon;1999;6;10;1869;15.3;37753800
Grignon;1999;6;11;2388;13.9;48237600
Grignon;1999;6;12;2292;15.6;46298400
Grignon;1999;6;13;1705;13.7;34441000
Grignon;1999;6;14;2239;16.2;45227800
Grignon;1999;6;15;2746;17.8;55469200
Grignon;1999;6;16;2603;19.8;52580600
Grignon;1999;6;17;2745;18.6;55449000
Grignon;1999;6;18;3122;16.1;63064400
Grignon;1999;6;19;3204;17.2;64720800
Grignon;1999;6;20;934;14.9;18866800
Grignon;1999;6;21;2076;12.6;41935200
Grignon;1999;6;22;2333;13.3;47126600
Grignon;1999;6;23;2621;15.7;52944200
Grignon;1999;6;24;3133;17.7;63286600
Grignon;1999;6;25;3085;18.6;62317000
Grignon;1999;6;26;1922;18.5;38824400
Grignon;1999;6;27;1342;16.4;27108400
Grignon;1999;6;28;1578;15.7;31875600
Grignon;1999;6;29;1543;17.9;31168600
Grignon;1999;6;30;1769;16.8;35733800
Grignon;1999;7;1;1820;17.1;36764000
Grignon;1999;7;2;3121;22.3;63044200
Grignon;1999;7;3;2225;21.5;44945000
Grignon;1999;7;4;1106;17.2;22341200
Grignon;1999;7;5;2044;17.8;41288800
Grignon;1999;7;6;1213;17.3;24502600
Grignon;1999;7;7;1721;17.6;34764200
Grignon;1999;7;8;2971;18.9;60014200
Grignon;1999;7;9;2907;20.1;58721400
Grignon;1999;7;10;2028;20.8;40965600
Grignon;1999;7;11;2603;23.1;52580600
Grignon;1999;7;12;2619;23.5;52903800
Grignon;1999;7;13;1788;20.3;36117600
Grignon;1999;7;14;1512;17.7;30542400
Grignon;1999;7;15;1966;18.5;39713200
Grignon;1999;7;16;2783;17.6;56216600
Grignon;1999;7;17;2957;21.4;59731400
Grignon;1999;7;18;2931;23.9;59206200
Grignon;1999;7;19;2698;22;54499600
Grignon;1999;7;20;2150;21.6;43430000
Grignon;1999;7;21;1720;17.8;34744000
Grignon;1999;7;22;1747;16.3;35289400
Grignon;1999;7;23;1855;16.6;37471000
Grignon;1999;7;24;2972;19.3;60034400
Grignon;1999;7;25;2972;23.2;60034400
Grignon;1999;7;26;2717;22.7;54883400
Grignon;1999;7;27;2724;21;55024800
Grignon;1999;7;28;2600;22.4;52520000
Grignon;1999;7;29;2600;23.5;52520000
Grignon;1999;7;30;2392;23.4;48318400
Grignon;1999;7;31;2019;23.9;40783800
Grignon;1999;8;1;2031;23.5;41026200
Grignon;1999;8;2;2112;24.1;42662400
Grignon;1999;8;3;1957;20.7;39531400
Grignon;1999;8;4;2292;22;46298400
Grignon;1999;8;5;1782;20.9;35996400
Grignon;1999;8;6;2044;21.3;41288800
Grignon;1999;8;7;2517;20.8;50843400
Grignon;1999;8;8;2397;20.1;48419400
Grignon;1999;8;9;1934;18.4;39066800
Grignon;1999;8;10;1197;17.7;24179400
Grignon;1999;8;11;1364;16.5;27552800
Grignon;1999;8;12;2682;16.2;54176400
Grignon;1999;8;13;2323;18.2;46924600
Grignon;1999;8;14;1062;17.4;21452400
Grignon;1999;8;15;1692;16.1;34178400
Grignon;1999;8;16;1661;16;33552200
Grignon;1999;8;17;1406;15.7;28401200
Grignon;1999;8;18;2051;17;41430200
Grignon;1999;8;19;2225;15.9;44945000
Grignon;1999;8;20;2173;15.8;43894600
Grignon;1999;8;21;2532;15.9;51146400
Grignon;1999;8;22;2580;16.6;52116000
Grignon;1999;8;23;1984;18.8;40076800
Grignon;1999;8;24;2290;22.5;46258000
Grignon;1999;8;25;1463;24;29552600
Grignon;1999;8;26;1761;21;35572200
Grignon;1999;8;27;1816;18.4;36683200
Grignon;1999;8;28;2646;17.9;53449200
Grignon;1999;8;29;2498;18.5;50459600
Grignon;1999;8;30;2374;18.6;47954800
Grignon;1999;8;31;2009;18;40581800
Grignon;1999;9;1;2157;20.1;43571400
Grignon;1999;9;2;2464;20.2;49772800
Grignon;1999;9;3;2569;18.8;51893800
Grignon;1999;9;4;2155;19.9;43531000
Grignon;1999;9;5;1627;19.3;32865400
Grignon;1999;9;6;1659;19;33511800
Grignon;1999;9;7;1212;17.2;24482400
Grignon;1999;9;8;2330;20.4;47066000
Grignon;1999;9;9;1877;19.4;37915400
Grignon;1999;9;10;1959;20.8;39571800
Grignon;1999;9;11;2065;23.2;41713000
Grignon;1999;9;12;1230;19.5;24846000
Grignon;1999;9;13;981;16.3;19816200
Grignon;1999;9;14;873;17;17634600
Grignon;1999;9;15;1136;14.5;22947200
Grignon;1999;9;16;1772;15.3;35794400
Grignon;1999;9;17;1321;15;26684200
Grignon;1999;9;18;1412;15.3;28522400
Grignon;1999;9;19;613;16.2;12382600
Grignon;1999;9;20;864;15.2;17452800
Grignon;1999;9;21;1006;15.5;20321200
Grignon;1999;9;22;910;18;18382000
Grignon;1999;9;23;1621;17.8;32744200
Grignon;1999;9;24;1116;17.9;22543200
Grignon;1999;9;25;1146;16.7;23149200
Grignon;1999;9;26;1198;15.1;24199600
Grignon;1999;9;27;517;15.1;10443400
Grignon;1999;9;28;1237;15.2;24987400
Grignon;1999;9;29;318;16.1;6423600
Grignon;1999;9;30;925;14.9;18685000
Grignon;1999;10;1;1053;14.7;21270600
Grignon;1999;10;2;473;12.9;9554600
Grignon;1999;10;3;1370;10.8;27674000
Grignon;1999;10;4;1235;8.6;24947000
Grignon;1999;10;5;1543;8.2;31168600
Grignon;1999;10;6;1356;7.9;27391200
Grignon;1999;10;7;1358;8.6;27431600
Grignon;1999;10;8;414;12.4;8362800
Grignon;1999;10;9;495;13.3;9999000
Grignon;1999;10;10;622;14.6;12564400
Grignon;1999;10;11;555;14.6;11211000
Grignon;1999;10;12;1470;10.8;29694000
Grignon;1999;10;13;1247;9.8;25189400
Grignon;1999;10;14;1395;10.2;28179000
Grignon;1999;10;15;1080;9.9;21816000
Grignon;1999;10;16;1282;9.4;25896400
Grignon;1999;10;17;1212;8.1;24482400
Grignon;1999;10;18;1316;6.5;26583200
Grignon;1999;10;19;681;4.5;13756200
Grignon;1999;10;20;404;9.4;8160800
Grignon;1999;10;21;744;12.9;15028800
Grignon;1999;10;22;286;12.9;5777200
Grignon;1999;10;23;810;13.1;16362000
Grignon;1999;10;24;718;12.7;14503600
Grignon;1999;10;25;828;13.1;16725600
Grignon;1999;10;26;943;12.4;19048600
Grignon;1999;10;27;875;9.8;17675000
Grignon;1999;10;28;514;11.2;10382800
Grignon;1999;10;29;537;11.2;10847400
Grignon;1999;10;30;822;15.3;16604400
Grignon;1999;10;31;1070;11.8;21614000
Grignon;1999;11;1;489;13.4;9877800
Grignon;1999;11;2;333;11.2;6726600
Grignon;1999;11;3;919;8.3;18563800
Grignon;1999;11;4;897;5.9;18119400
Grignon;1999;11;5;427;7.5;8625400
Grignon;1999;11;6;803;7.2;16220600
Grignon;1999;11;7;846;6.2;17089200
Grignon;1999;11;8;339;8.8;6847800
Grignon;1999;11;9;399;9.7;8059800
Grignon;1999;11;10;404;8.1;8160800
Grignon;1999;11;11;126;6.8;2545200
Grignon;1999;11;12;794;4.4;16038800
Grignon;1999;11;13;831;2.5;16786200
Grignon;1999;11;14;225;6.9;4545000
Grignon;1999;11;15;924;3.1;18664800
Grignon;1999;11;16;629;0.2;12705800
Grignon;1999;11;17;361;2.1;7292200
Grignon;1999;11;18;196;2.3;3959200
Grignon;1999;11;19;370;2.8;7474000
Grignon;1999;11;20;159;0.9;3211800
Grignon;1999;11;21;381;-1.1;7696200
Grignon;1999;11;22;408;-0.1;8241600
Grignon;1999;11;23;316;5.6;6383200
Grignon;1999;11;24;266;7.5;5373200
Grignon;1999;11;25;190;7.8;3838000
Grignon;1999;11;26;650;6.3;13130000
Grignon;1999;11;27;523;9.1;10564600
Grignon;1999;11;28;474;8.9;9574800
Grignon;1999;11;29;553;8.3;11170600
Grignon;1999;11;30;201;6.3;4060200
Grignon;1999;12;1;174;9.2;3514800
Grignon;1999;12;2;335;8.7;6767000
Grignon;1999;12;3;303;8.6;6120600
Grignon;1999;12;4;371;5.7;7494200
Grignon;1999;12;5;595;3;12019000
Grignon;1999;12;6;122;5.6;2464400
Grignon;1999;12;7;136;7.5;2747200
Grignon;1999;12;8;286;8.7;5777200
Grignon;1999;12;9;385;7.7;7777000
Grignon;1999;12;10;359;5.3;7251800
Grignon;1999;12;11;96;10.9;1939200
Grignon;1999;12;12;209;7.9;4221800
Grignon;1999;12;13;491;6;9918200
Grignon;1999;12;14;425;3.5;8585000
Grignon;1999;12;15;263;0;5312600
Grignon;1999;12;16;603;0.6;12180600
Grignon;1999;12;17;113;4.9;2282600
Grignon;1999;12;18;100;6.8;2020000
Grignon;1999;12;19;507;3.1;10241400
Grignon;1999;12;20;648;-0.5;13089600
Grignon;1999;12;21;248;-0.6;5009600
Grignon;1999;12;22;350;2.3;7070000
Grignon;1999;12;23;195;5.6;3939000
Grignon;1999;12;24;92;8.5;1858400
Grignon;1999;12;25;141;7.7;2848200
Grignon;1999;12;26;277;7.3;5595400
Grignon;1999;12;27;129;3.8;2605800
Grignon;1999;12;28;295;2.9;5959000
Grignon;1999;12;29;559;1.6;11291800
Grignon;1999;12;30;191;2.5;3858200
Grignon;1999;12;31;110;6.1;2222000
Grignon;2000;1;1;145;7.8;2929000
Grignon;2000;1;2;319;8.1;6443800
Grignon;2000;1;3;270;7.6;5454000
Grignon;2000;1;4;119;8;2403800
Grignon;2000;1;5;434;7.3;8766800
Grignon;2000;1;6;271;6.9;5474200
Grignon;2000;1;7;177;5.5;3575400
Grignon;2000;1;8;152;7.3;3070400
Grignon;2000;1;9;419;4;8463800
Grignon;2000;1;10;634;0.7;12806800
Grignon;2000;1;11;220;-2.7;4444000
Grignon;2000;1;12;143;-0.7;2888600
Grignon;2000;1;13;103;0.6;2080600
Grignon;2000;1;14;270;2.1;5454000
Grignon;2000;1;15;422;2;8524400
Grignon;2000;1;16;438;1.8;8847600
Grignon;2000;1;17;671;4.9;13554200
Grignon;2000;1;18;83;5.6;1676600
Grignon;2000;1;19;210;4.2;4242000
Grignon;2000;1;20;762;4;15392400
Grignon;2000;1;21;331;4.2;6686200
Grignon;2000;1;22;180;3.6;3636000
Grignon;2000;1;23;234;2.8;4726800
Grignon;2000;1;24;756;-0.1;15271200
Grignon;2000;1;25;738;-2.4;14907600
Grignon;2000;1;26;708;-2.5;14301600
Grignon;2000;1;27;876;-1.9;17695200
Grignon;2000;1;28;608;2;12281600
Grignon;2000;1;29;76;8.6;1535200
Grignon;2000;1;30;221;10.3;4464200
Grignon;2000;1;31;351;9.3;7090200
Grignon;2000;2;1;253;7;5110600
Grignon;2000;2;2;250;6;5050000
Grignon;2000;2;3;274;4.1;5534800
Grignon;2000;2;4;699;5.7;14119800
Grignon;2000;2;5;785;7.7;15857000
Grignon;2000;2;6;209;7.4;4221800
Grignon;2000;2;7;222;8;4484400
Grignon;2000;2;8;189;10.2;3817800
Grignon;2000;2;9;738;6.6;14907600
Grignon;2000;2;10;242;5.3;4888400
Grignon;2000;2;11;996;3.2;20119200
Grignon;2000;2;12;608;5;12281600
Grignon;2000;2;13;342;8.5;6908400
Grignon;2000;2;14;449;8;9069800
Grignon;2000;2;15;364;8.3;7352800
Grignon;2000;2;16;629;4.1;12705800
Grignon;2000;2;17;862;4.4;17412400
Grignon;2000;2;18;328;7.7;6625600
Grignon;2000;2;19;540;5.9;10908000
Grignon;2000;2;20;1028;3.2;20765600
Grignon;2000;2;21;885;3.9;17877000
Grignon;2000;2;22;482;5.9;9736400
Grignon;2000;2;23;567;7.5;11453400
Grignon;2000;2;24;298;10.6;6019600
Grignon;2000;2;25;526;7.3;10625200
Grignon;2000;2;26;985;4.8;19897000
Grignon;2000;2;27;1181;10.3;23856200
Grignon;2000;2;28;301;8.1;6080200
Grignon;2000;2;29;302;6.8;6100400
Grignon;2000;3;1;819;5.6;16543800
Grignon;2000;3;2;1080;5.4;21816000
Grignon;2000;3;3;273;8.6;5514600
Grignon;2000;3;4;1331;3.6;26886200
Grignon;2000;3;5;1445;3.5;29189000
Grignon;2000;3;6;1476;5.3;29815200
Grignon;2000;3;7;1142;8.4;23068400
Grignon;2000;3;8;1047;11;21149400
Grignon;2000;3;9;400;10.1;8080000
Grignon;2000;3;10;549;10;11089800
Grignon;2000;3;11;469;7.7;9473800
Grignon;2000;3;12;1426;8.3;28805200
Grignon;2000;3;13;1472;8;29734400
Grignon;2000;3;14;922;10;18624400
Grignon;2000;3;15;1216;6.4;24563200
Grignon;2000;3;16;1030;6.5;20806000
Grignon;2000;3;17;758;8.8;15311600
Grignon;2000;3;18;820;7.6;16564000
Grignon;2000;3;19;1392;7.1;28118400
Grignon;2000;3;20;1304;6;26340800
Grignon;2000;3;21;1726;8.5;34865200
Grignon;2000;3;22;1694;10.5;34218800
Grignon;2000;3;23;968;11.5;19553600
Grignon;2000;3;24;875;10.7;17675000
Grignon;2000;3;25;1097;8.6;22159400
Grignon;2000;3;26;1006;5.4;20321200
Grignon;2000;3;27;1192;5.1;24078400
Grignon;2000;3;28;553;5.2;11170600
Grignon;2000;3;29;473;4.4;9554600
Grignon;2000;3;30;381;6.1;7696200
Grignon;2000;3;31;1152;7.2;23270400
Grignon;2000;4;1;525;6.5;10605000
Grignon;2000;4;2;1709;10.3;34521800
Grignon;2000;4;3;937;10.8;18927400
Grignon;2000;4;4;1370;8.2;27674000
Grignon;2000;4;5;341;4.5;6888200
Grignon;2000;4;6;2160;5.1;43632000
Grignon;2000;4;7;2607;7.8;52661400
Grignon;2000;4;8;2597;9.9;52459400
Grignon;2000;4;9;1364;9.1;27552800
Grignon;2000;4;10;1925;9.8;38885000
Grignon;2000;4;11;1613;5.3;32582600
Grignon;2000;4;12;1890;5.6;38178000
Grignon;2000;4;13;1280;6.7;25856000
Grignon;2000;4;14;833;7.2;16826600
Grignon;2000;4;15;651;6.9;13150200
Grignon;2000;4;16;1464;7.8;29572800
Grignon;2000;4;17;1814;9.6;36642800
Grignon;2000;4;18;2102;10.9;42460400
Grignon;2000;4;19;1776;11.2;35875200
Grignon;2000;4;20;1355;14.6;27371000
Grignon;2000;4;21;2273;13.4;45914600
Grignon;2000;4;22;825;13.2;16665000
Grignon;2000;4;23;1025;10.6;20705000
Grignon;2000;4;24;2411;11.1;48702200
Grignon;2000;4;25;1652;15.5;33370400
Grignon;2000;4;26;862;12.6;17412400
Grignon;2000;4;27;462;10.7;9332400
Grignon;2000;4;28;620;11.1;12524000
Grignon;2000;4;29;2181;12.2;44056200
Grignon;2000;4;30;2791;14.8;56378200
Grignon;2000;5;1;2247;14.1;45389400
