Nom;de;la;demande:Grignon;;;
Pas;de;temps:Journalier;;;;
Date;de;début:01/09/1999;;;;
Date;de;fin:31/08/2000;;;;
Station(s):France;;;;;;
;;;;;;
RG:RAYONNEMENT;GLOBAL;(JOULES/CM2);;;;
TM:TEMPERATURE;MOYENNE;(DEGRES;CELSIUS);;;
PAR:2.02*10000*X;;;;;;
NUM_POSTE;year;month;day;TM;RG;PAR
France;1901;12;6;5.7;222;4484400
France;1901;12;7;4.9363636364;160.4;3240080
France;1901;12;8;4.4636363636;188.3;3803660
France;1901;12;9;3.7909090909;303.8;6136760
France;1901;12;10;2.8818181818;216;4363200
France;1901;12;11;2.8;151.3;3056260
France;1901;12;12;2.8545454545;260.2;5256040
France;1901;12;13;3.2454545455;247.1;4991420
France;1901;12;14;3.6363636364;213;4302600
France;1901;12;15;3.1727272727;180.5;3646100
France;1901;12;16;3.6272727273;230.3;4652060
France;1901;12;17;2.6727272727;225.5;4555100
France;1901;12;18;2.2909090909;234.7;4740940
France;1901;12;19;2.7818181818;275.8;5571160
France;1901;12;20;3.1727272727;180.8;3652160
France;1901;12;21;3.8;180.7;3650140
France;1901;12;22;4.4545454545;186.2;3761240
France;1901;12;23;5.1909090909;178.2;3599640
France;1901;12;24;5.1272727273;186.9;3775380
France;1901;12;25;4.5181818182;190.2;3842040
France;1901;12;26;3.1454545455;295.3;5965060
France;1901;12;27;3.1272727273;264.6;5344920
France;1901;12;28;2.8454545455;293.6;5930720
France;1901;12;29;3.7363636364;254.3;5136860
France;1901;12;30;4.8363636364;218.1;4405620
France;1901;12;31;5.6818181818;170.3;3440060
France;1902;1;1;4.9272727273;168;3393600
France;1902;1;2;3.5363636364;273.1;5516620
France;1902;1;3;3.6;214.4;4330880
France;1902;1;4;3.6;247.5;4999500
France;1902;1;5;4.3909090909;215.1;4345020
France;1902;1;6;5.2727272727;228.3;4611660
France;1902;1;7;5.3727272727;247.3;4995460
France;1902;1;8;5.3181818182;259.8;5247960
France;1902;1;9;5.2636363636;184.7;3730940
France;1902;1;10;4.9636363636;240.1;4850020
France;1902;1;11;5.6272727273;228.1;4607620
France;1902;1;12;5.8;227.3;4591460
France;1902;1;13;5.9272727273;270.3;5460060
France;1902;1;14;4.1545454545;271.2;5478240
France;1902;1;15;3.9454545455;262.1;5294420
France;1902;1;16;4.6818181818;343.3;6934660
France;1902;1;17;5.5636363636;373.7;7548740
France;1902;1;18;5.8090909091;328.8;6641760
France;1902;1;19;6.3;205;4141000
France;1902;1;20;5.9090909091;253.6;5122720
France;1902;1;21;4.9454545455;267.8;5409560
France;1902;1;22;4.5454545455;253.3;5116660
France;1902;1;23;4.2818181818;233.1;4708620
France;1902;1;24;3.3181818182;324.5;6554900
France;1902;1;25;2.3181818182;318.7;6437740
France;1902;1;26;2.0818181818;340.9;6886180
France;1902;1;27;1.7;334.8;6762960
France;1902;1;28;2.7181818182;310.9;6280180
France;1902;1;29;2.5545454545;268.2;5417640
France;1902;1;30;2.5;349.5;7059900
France;1902;1;31;2.9;303.9;6138780
France;1902;2;1;3.4090909091;260.8;5268160
France;1902;2;2;3.2181818182;421.7;8518340
France;1902;2;3;3.5636363636;504.3;10186860
France;1902;2;4;4.8454545455;368.5;7443700
